video_path,word_label,label_id,signer_id,dataset_source,duration_frames
data/raw/include/no/no_sample_6.mp4,no,6,Signer_3,include,26
data/raw/include/no/no_sample_7.mp4,no,6,Signer_1,include,36
data/raw/include/again/again_sample_1.mp4,again,7,Signer_1,include,39
data/raw/include/again/again_sample_2.mp4,again,7,Signer_2,include,28
data/raw/include/again/again_sample_3.mp4,again,7,Signer_3,include,25
data/raw/include/again/again_sample_4.mp4,again,7,Signer_1,include,29
data/raw/include/again/again_sample_5.mp4,again,7,Signer_2,include,33
data/raw/include/again/again_sample_6.mp4,again,7,Signer_3,include,32
data/raw/include/again/again_sample_7.mp4,again,7,Signer_1,include,36
data/raw/include/doctor/doctor_sample_1.mp4,doctor,8,Signer_1,include,31
data/raw/include/doctor/doctor_sample_2.mp4,doctor,8,Signer_2,include,36
data/raw/include/doctor/doctor_sample_3.mp4,doctor,8,Signer_3,include,25
data/raw/include/doctor/doctor_sample_4.mp4,doctor,8,Signer_1,include,34
data/raw/include/doctor/doctor_sample_5.mp4,doctor,8,Signer_2,include,30
data/raw/include/doctor/doctor_sample_6.mp4,doctor,8,Signer_3,include,34
data/raw/include/doctor/doctor_sample_7.mp4,doctor,8,Signer_1,include,34
data/raw/include/medicine/medicine_sample_1.mp4,medicine,9,Signer_1,include,34
data/raw/include/medicine/medicine_sample_2.mp4,medicine,9,Signer_2,include,30
data/raw/include/medicine/medicine_sample_3.mp4,medicine,9,Signer_3,include,34
data/raw/include/medicine/medicine_sample_4.mp4,medicine,9,Signer_1,include,32
data/raw/include/medicine/medicine_sample_5.mp4,medicine,9,Signer_2,include,35
data/raw/include/medicine/medicine_sample_6.mp4,medicine,9,Signer_3,include,37
data/raw/include/medicine/medicine_sample_7.mp4,medicine,9,Signer_1,include,29
data/raw/include/hospital/hospital_sample_1.mp4,hospital,10,Signer_1,include,31
data/raw/include/hospital/hospital_sample_2.mp4,hospital,10,Signer_2,include,31
data/raw/include/hospital/hospital_sample_3.mp4,hospital,10,Signer_3,include,28
data/raw/include/hospital/hospital_sample_4.mp4,hospital,10,Signer_1,include,28
data/raw/include/hospital/hospital_sample_5.mp4,hospital,10,Signer_2,include,39
data/raw/include/hospital/hospital_sample_6.mp4,hospital,10,Signer_3,include,25
data/raw/include/hospital/hospital_sample_7.mp4,hospital,10,Signer_1,include,34
data/raw/include/pain/pain_sample_1.mp4,pain,11,Signer_1,include,28
data/raw/include/pain/pain_sample_2.mp4,pain,11,Signer_2,include,36
data/raw/include/pain/pain_sample_3.mp4,pain,11,Signer_3,include,38
data/raw/include/pain/pain_sample_4.mp4,pain,11,Signer_1,include,26
data/raw/include/pain/pain_sample_5.mp4,pain,11,Signer_2,include,36
data/raw/include/pain/pain_sample_6.mp4,pain,11,Signer_3,include,39
data/raw/include/pain/pain_sample_7.mp4,pain,11,Signer_1,include,34
data/raw/include/fever/fever_sample_1.mp4,fever,12,Signer_1,include,37
data/raw/include/fever/fever_sample_2.mp4,fever,12,Signer_2,include,26
data/raw/include/fever/fever_sample_3.mp4,fever,12,Signer_3,include,34
data/raw/include/fever/fever_sample_4.mp4,fever,12,Signer_1,include,27
data/raw/include/fever/fever_sample_5.mp4,fever,12,Signer_2,include,31
data/raw/include/fever/fever_sample_6.mp4,fever,12,Signer_3,include,28
data/raw/include/fever/fever_sample_7.mp4,fever,12,Signer_1,include,32
data/raw/include/head/head_sample_1.mp4,head,13,Signer_1,include,32
data/raw/include/head/head_sample_2.mp4,head,13,Signer_2,include,30
data/raw/include/head/head_sample_3.mp4,head,13,Signer_3,include,27
data/raw/include/head/head_sample_4.mp4,head,13,Signer_1,include,39
data/raw/include/head/head_sample_5.mp4,head,13,Signer_2,include,27
data/raw/include/head/head_sample_6.mp4,head,13,Signer_3,include,26
data/raw/include/head/head_sample_7.mp4,head,13,Signer_1,include,25
data/raw/include/stomach/stomach_sample_1.mp4,stomach,14,Signer_1,include,26
data/raw/include/stomach/stomach_sample_2.mp4,stomach,14,Signer_2,include,37
data/raw/include/stomach/stomach_sample_3.mp4,stomach,14,Signer_3,include,30
data/raw/include/stomach/stomach_sample_4.mp4,stomach,14,Signer_1,include,25
data/raw/include/stomach/stomach_sample_5.mp4,stomach,14,Signer_2,include,26
data/raw/include/stomach/stomach_sample_6.mp4,stomach,14,Signer_3,include,25
data/raw/include/stomach/stomach_sample_7.mp4,stomach,14,Signer_1,include,25
data/raw/include/heart/heart_sample_1.mp4,heart,15,Signer_1,include,34
data/raw/include/heart/heart_sample_2.mp4,heart,15,Signer_2,include,31
data/raw/include/heart/heart_sample_3.mp4,heart,15,Signer_3,include,28
data/raw/include/heart/heart_sample_4.mp4,heart,15,Signer_1,include,25
data/raw/include/heart/heart_sample_5.mp4,heart,15,Signer_2,include,31
data/raw/include/heart/heart_sample_6.mp4,heart,15,Signer_3,include,30
data/raw/include/heart/heart_sample_7.mp4,heart,15,Signer_1,include,32
data/raw/include/eye/eye_sample_1.mp4,eye,16,Signer_1,include,30
data/raw/include/eye/eye_sample_2.mp4,eye,16,Signer_2,include,27
data/raw/include/eye/eye_sample_3.mp4,eye,16,Signer_3,include,34
data/raw/include/eye/eye_sample_4.mp4,eye,16,Signer_1,include,30
data/raw/include/eye/eye_sample_5.mp4,eye,16,Signer_2,include,39
data/raw/include/eye/eye_sample_6.mp4,eye,16,Signer_3,include,29
data/raw/include/eye/eye_sample_7.mp4,eye,16,Signer_1,include,26
data/raw/include/ear/ear_sample_1.mp4,ear,17,Signer_1,include,27
data/raw/include/ear/ear_sample_2.mp4,ear,17,Signer_2,include,29
data/raw/include/ear/ear_sample_3.mp4,ear,17,Signer_3,include,31
data/raw/include/ear/ear_sample_4.mp4,ear,17,Signer_1,include,39
data/raw/include/ear/ear_sample_5.mp4,ear,17,Signer_2,include,39
data/raw/include/ear/ear_sample_6.mp4,ear,17,Signer_3,include,30
data/raw/include/ear/ear_sample_7.mp4,ear,17,Signer_1,include,34
data/raw/include/hurt/hurt_sample_1.mp4,hurt,18,Signer_1,include,35
data/raw/include/hurt/hurt_sample_2.mp4,hurt,18,Signer_2,include,37
data/raw/include/hurt/hurt_sample_3.mp4,hurt,18,Signer_3,include,33
data/raw/include/hurt/hurt_sample_4.mp4,hurt,18,Signer_1,include,35
data/raw/include/hurt/hurt_sample_5.mp4,hurt,18,Signer_2,include,29
data/raw/include/hurt/hurt_sample_6.mp4,hurt,18,Signer_3,include,27
data/raw/include/hurt/hurt_sample_7.mp4,hurt,18,Signer_1,include,29
data/raw/include/sick/sick_sample_1.mp4,sick,19,Signer_1,include,31
data/raw/include/sick/sick_sample_2.mp4,sick,19,Signer_2,include,27
data/raw/include/sick/sick_sample_3.mp4,sick,19,Signer_3,include,28
data/raw/include/sick/sick_sample_4.mp4,sick,19,Signer_1,include,37
data/raw/include/sick/sick_sample_5.mp4,sick,19,Signer_2,include,28
data/raw/include/sick/sick_sample_6.mp4,sick,19,Signer_3,include,31
data/raw/include/sick/sick_sample_7.mp4,sick,19,Signer_1,include,35
data/raw/include/need/need_sample_1.mp4,need,20,Signer_1,include,35
data/raw/include/need/need_sample_2.mp4,need,20,Signer_2,include,27
data/raw/include/need/need_sample_3.mp4,need,20,Signer_3,include,25
data/raw/include/need/need_sample_4.mp4,need,20,Signer_1,include,26
data/raw/include/need/need_sample_5.mp4,need,20,Signer_2,include,30
data/raw/include/need/need_sample_6.mp4,need,20,Signer_3,include,27
data/raw/include/need/need_sample_7.mp4,need,20,Signer_1,include,31
data/raw/include/help/help_sample_1.mp4,help,21,Signer_1,include,37
data/raw/include/help/help_sample_2.mp4,help,21,Signer_2,include,31
data/raw/include/help/help_sample_3.mp4,help,21,Signer_3,include,34
data/raw/include/help/help_sample_4.mp4,help,21,Signer_1,include,37
data/raw/include/help/help_sample_5.mp4,help,21,Signer_2,include,32
data/raw/include/help/help_sample_6.mp4,help,21,Signer_3,include,38
data/raw/include/help/help_sample_7.mp4,help,21,Signer_1,include,39
data/raw/include/sit/sit_sample_1.mp4,sit,22,Signer_1,include,28
data/raw/include/sit/sit_sample_2.mp4,sit,22,Signer_2,include,32
data/raw/include/sit/sit_sample_3.mp4,sit,22,Signer_3,include,34
data/raw/include/sit/sit_sample_4.mp4,sit,22,Signer_1,include,27
data/raw/include/sit/sit_sample_5.mp4,sit,22,Signer_2,include,38
data/raw/include/sit/sit_sample_6.mp4,sit,22,Signer_3,include,35
data/raw/include/sit/sit_sample_7.mp4,sit,22,Signer_1,include,32
data/raw/include/wait/wait_sample_1.mp4,wait,23,Signer_1,include,34
data/raw/include/wait/wait_sample_2.mp4,wait,23,Signer_2,include,35
data/raw/include/wait/wait_sample_3.mp4,wait,23,Signer_3,include,28
data/raw/include/wait/wait_sample_4.mp4,wait,23,Signer_1,include,37
data/raw/include/wait/wait_sample_5.mp4,wait,23,Signer_2,include,28
data/raw/include/wait/wait_sample_6.mp4,wait,23,Signer_3,include,25
data/raw/include/wait/wait_sample_7.mp4,wait,23,Signer_1,include,36
data/raw/include/come/come_sample_1.mp4,come,24,Signer_1,include,28
data/raw/include/come/come_sample_2.mp4,come,24,Signer_2,include,28
data/raw/include/come/come_sample_3.mp4,come,24,Signer_3,include,33
data/raw/include/come/come_sample_4.mp4,come,24,Signer_1,include,38
data/raw/include/come/come_sample_5.mp4,come,24,Signer_2,include,28
data/raw/include/come/come_sample_6.mp4,come,24,Signer_3,include,35
data/raw/include/come/come_sample_7.mp4,come,24,Signer_1,include,28
data/raw/include/go/go_sample_1.mp4,go,25,Signer_1,include,25
data/raw/include/go/go_sample_2.mp4,go,25,Signer_2,include,28
data/raw/include/go/go_sample_3.mp4,go,25,Signer_3,include,34
data/raw/include/go/go_sample_4.mp4,go,25,Signer_1,include,33
data/raw/include/go/go_sample_5.mp4,go,25,Signer_2,include,38
data/raw/include/go/go_sample_6.mp4,go,25,Signer_3,include,36
data/raw/include/go/go_sample_7.mp4,go,25,Signer_1,include,38
data/raw/include/eat/eat_sample_1.mp4,eat,26,Signer_1,include,27
data/raw/include/eat/eat_sample_2.mp4,eat,26,Signer_2,include,37
data/raw/include/eat/eat_sample_3.mp4,eat,26,Signer_3,include,25
data/raw/include/eat/eat_sample_4.mp4,eat,26,Signer_1,include,31
data/raw/include/eat/eat_sample_5.mp4,eat,26,Signer_2,include,39
data/raw/include/eat/eat_sample_6.mp4,eat,26,Signer_3,include,38
data/raw/include/eat/eat_sample_7.mp4,eat,26,Signer_1,include,26
data/raw/include/drink/drink_sample_1.mp4,drink,27,Signer_1,include,25
data/raw/include/drink/drink_sample_2.mp4,drink,27,Signer_2,include,28
data/raw/include/drink/drink_sample_3.mp4,drink,27,Signer_3,include,26
data/raw/include/drink/drink_sample_4.mp4,drink,27,Signer_1,include,31
data/raw/include/drink/drink_sample_5.mp4,drink,27,Signer_2,include,28
data/raw/include/drink/drink_sample_6.mp4,drink,27,Signer_3,include,26
data/raw/include/drink/drink_sample_7.mp4,drink,27,Signer_1,include,33
data/raw/include/sleep/sleep_sample_1.mp4,sleep,28,Signer_1,include,36
data/raw/include/sleep/sleep_sample_2.mp4,sleep,28,Signer_2,include,32
data/raw/include/sleep/sleep_sample_3.mp4,sleep,28,Signer_3,include,38
data/raw/include/sleep/sleep_sample_4.mp4,sleep,28,Signer_1,include,34
data/raw/include/sleep/sleep_sample_5.mp4,sleep,28,Signer_2,include,35
data/raw/include/sleep/sleep_sample_6.mp4,sleep,28,Signer_3,include,32
data/raw/include/sleep/sleep_sample_7.mp4,sleep,28,Signer_1,include,26
data/raw/include/walk/walk_sample_1.mp4,walk,29,Signer_1,include,35
data/raw/include/walk/walk_sample_2.mp4,walk,29,Signer_2,include,28
data/raw/include/walk/walk_sample_3.mp4,walk,29,Signer_3,include,31
data/raw/include/walk/walk_sample_4.mp4,walk,29,Signer_1,include,28
data/raw/include/walk/walk_sample_5.mp4,walk,29,Signer_2,include,30
data/raw/include/walk/walk_sample_6.mp4,walk,29,Signer_3,include,33
data/raw/include/walk/walk_sample_7.mp4,walk,29,Signer_1,include,39
data/raw/include/stop/stop_sample_1.mp4,stop,30,Signer_1,include,35
data/raw/include/stop/stop_sample_2.mp4,stop,30,Signer_2,include,26
data/raw/include/stop/stop_sample_3.mp4,stop,30,Signer_3,include,37
data/raw/include/stop/stop_sample_4.mp4,stop,30,Signer_1,include,34
data/raw/include/stop/stop_sample_5.mp4,stop,30,Signer_2,include,30
data/raw/include/stop/stop_sample_6.mp4,stop,30,Signer_3,include,32
data/raw/include/stop/stop_sample_7.mp4,stop,30,Signer_1,include,36
data/raw/include/give/give_sample_1.mp4,give,31,Signer_1,include,37
data/raw/include/give/give_sample_2.mp4,give,31,Signer_2,include,35
data/raw/include/give/give_sample_3.mp4,give,31,Signer_3,include,36
data/raw/include/give/give_sample_4.mp4,give,31,Signer_1,include,25
data/raw/include/give/give_sample_5.mp4,give,31,Signer_2,include,32
data/raw/include/give/give_sample_6.mp4,give,31,Signer_3,include,28
data/raw/include/give/give_sample_7.mp4,give,31,Signer_1,include,30
data/raw/include/see/see_sample_1.mp4,see,32,Signer_1,include,38
data/raw/include/see/see_sample_2.mp4,see,32,Signer_2,include,31
data/raw/include/see/see_sample_3.mp4,see,32,Signer_3,include,28
data/raw/include/see/see_sample_4.mp4,see,32,Signer_1,include,27
data/raw/include/see/see_sample_5.mp4,see,32,Signer_2,include,25
data/raw/include/see/see_sample_6.mp4,see,32,Signer_3,include,26
data/raw/include/see/see_sample_7.mp4,see,32,Signer_1,include,30
data/raw/include/what/what_sample_1.mp4,what,33,Signer_1,include,32
data/raw/include/what/what_sample_2.mp4,what,33,Signer_2,include,31
data/raw/include/what/what_sample_3.mp4,what,33,Signer_3,include,34
data/raw/include/what/what_sample_4.mp4,what,33,Signer_1,include,37
data/raw/include/what/what_sample_5.mp4,what,33,Signer_2,include,26
data/raw/include/what/what_sample_6.mp4,what,33,Signer_3,include,32
data/raw/include/what/what_sample_7.mp4,what,33,Signer_1,include,39
data/raw/include/where/where_sample_1.mp4,where,34,Signer_1,include,37
data/raw/include/where/where_sample_2.mp4,where,34,Signer_2,include,30
data/raw/include/where/where_sample_3.mp4,where,34,Signer_3,include,32
data/raw/include/where/where_sample_4.mp4,where,34,Signer_1,include,31
data/raw/include/where/where_sample_5.mp4,where,34,Signer_2,include,34
data/raw/include/where/where_sample_6.mp4,where,34,Signer_3,include,38
data/raw/include/where/where_sample_7.mp4,where,34,Signer_1,include,30
data/raw/include/when/when_sample_1.mp4,when,35,Signer_1,include,28
data/raw/include/when/when_sample_2.mp4,when,35,Signer_2,include,31
data/raw/include/when/when_sample_3.mp4,when,35,Signer_3,include,34
data/raw/include/when/when_sample_4.mp4,when,35,Signer_1,include,36
data/raw/include/when/when_sample_5.mp4,when,35,Signer_2,include,36
data/raw/include/when/when_sample_6.mp4,when,35,Signer_3,include,35
data/raw/include/when/when_sample_7.mp4,when,35,Signer_1,include,26
data/raw/include/how/how_sample_1.mp4,how,36,Signer_1,include,38
data/raw/include/how/how_sample_2.mp4,how,36,Signer_2,include,29
data/raw/include/how/how_sample_3.mp4,how,36,Signer_3,include,37
data/raw/include/how/how_sample_4.mp4,how,36,Signer_1,include,38
data/raw/include/how/how_sample_5.mp4,how,36,Signer_2,include,27
data/raw/include/how/how_sample_6.mp4,how,36,Signer_3,include,33
data/raw/include/how/how_sample_7.mp4,how,36,Signer_1,include,37
data/raw/include/who/who_sample_1.mp4,who,37,Signer_1,include,36
data/raw/include/who/who_sample_2.mp4,who,37,Signer_2,include,32
data/raw/include/who/who_sample_3.mp4,who,37,Signer_3,include,26
data/raw/include/who/who_sample_4.mp4,who,37,Signer_1,include,30
data/raw/include/who/who_sample_5.mp4,who,37,Signer_2,include,37
data/raw/include/who/who_sample_6.mp4,who,37,Signer_3,include,29
data/raw/include/who/who_sample_7.mp4,who,37,Signer_1,include,36
data/raw/include/mother/mother_sample_1.mp4,mother,38,Signer_1,include,30
data/raw/include/mother/mother_sample_2.mp4,mother,38,Signer_2,include,38
data/raw/include/mother/mother_sample_3.mp4,mother,38,Signer_3,include,32
data/raw/include/mother/mother_sample_4.mp4,mother,38,Signer_1,include,26
data/raw/include/mother/mother_sample_5.mp4,mother,38,Signer_2,include,30
data/raw/include/mother/mother_sample_6.mp4,mother,38,Signer_3,include,34
data/raw/include/mother/mother_sample_7.mp4,mother,38,Signer_1,include,33
data/raw/include/father/father_sample_1.mp4,father,39,Signer_1,include,39
data/raw/include/father/father_sample_2.mp4,father,39,Signer_2,include,30
data/raw/include/father/father_sample_3.mp4,father,39,Signer_3,include,36
data/raw/include/father/father_sample_4.mp4,father,39,Signer_1,include,39
data/raw/include/father/father_sample_5.mp4,father,39,Signer_2,include,37
data/raw/include/father/father_sample_6.mp4,father,39,Signer_3,include,26
data/raw/include/father/father_sample_7.mp4,father,39,Signer_1,include,33
data/raw/include/family/family_sample_1.mp4,family,40,Signer_1,include,39
data/raw/include/family/family_sample_2.mp4,family,40,Signer_2,include,31
data/raw/include/family/family_sample_3.mp4,family,40,Signer_3,include,32
data/raw/include/family/family_sample_4.mp4,family,40,Signer_1,include,25
data/raw/include/family/family_sample_5.mp4,family,40,Signer_2,include,37
data/raw/include/family/family_sample_6.mp4,family,40,Signer_3,include,35
data/raw/include/family/family_sample_7.mp4,family,40,Signer_1,include,36
data/raw/include/home/home_sample_1.mp4,home,41,Signer_1,include,27
data/raw/include/home/home_sample_2.mp4,home,41,Signer_2,include,26
data/raw/include/home/home_sample_3.mp4,home,41,Signer_3,include,34
data/raw/include/home/home_sample_4.mp4,home,41,Signer_1,include,29
data/raw/include/home/home_sample_5.mp4,home,41,Signer_2,include,25
data/raw/include/home/home_sample_6.mp4,home,41,Signer_3,include,38
data/raw/include/home/home_sample_7.mp4,home,41,Signer_1,include,33
data/raw/include/school/school_sample_1.mp4,school,42,Signer_1,include,31
data/raw/include/school/school_sample_2.mp4,school,42,Signer_2,include,37
data/raw/include/school/school_sample_3.mp4,school,42,Signer_3,include,35
data/raw/include/school/school_sample_4.mp4,school,42,Signer_1,include,39
data/raw/include/school/school_sample_5.mp4,school,42,Signer_2,include,36
data/raw/include/school/school_sample_6.mp4,school,42,Signer_3,include,26
data/raw/include/school/school_sample_7.mp4,school,42,Signer_1,include,25
data/raw/include/name/name_sample_1.mp4,name,43,Signer_1,include,33
data/raw/include/name/name_sample_2.mp4,name,43,Signer_2,include,26
data/raw/include/name/name_sample_3.mp4,name,43,Signer_3,include,38
data/raw/include/name/name_sample_4.mp4,name,43,Signer_1,include,27
data/raw/include/name/name_sample_5.mp4,name,43,Signer_2,include,32
data/raw/include/name/name_sample_6.mp4,name,43,Signer_3,include,39
data/raw/include/name/name_sample_7.mp4,name,43,Signer_1,include,36
data/raw/include/I/I_sample_1.mp4,I,44,Signer_1,include,38
data/raw/include/I/I_sample_2.mp4,I,44,Signer_2,include,32
data/raw/include/I/I_sample_3.mp4,I,44,Signer_3,include,29
data/raw/include/I/I_sample_4.mp4,I,44,Signer_1,include,33
data/raw/include/I/I_sample_5.mp4,I,44,Signer_2,include,33
data/raw/include/I/I_sample_6.mp4,I,44,Signer_3,include,39
data/raw/include/I/I_sample_7.mp4,I,44,Signer_1,include,35
data/raw/include/you/you_sample_1.mp4,you,45,Signer_1,include,27
data/raw/include/you/you_sample_2.mp4,you,45,Signer_2,include,26
data/raw/include/you/you_sample_3.mp4,you,45,Signer_3,include,27
data/raw/include/you/you_sample_4.mp4,you,45,Signer_1,include,33
data/raw/include/you/you_sample_5.mp4,you,45,Signer_2,include,31
data/raw/include/you/you_sample_6.mp4,you,45,Signer_3,include,39
data/raw/include/you/you_sample_7.mp4,you,45,Signer_1,include,32
data/raw/include/one/one_sample_1.mp4,one,46,Signer_1,include,37
data/raw/include/one/one_sample_2.mp4,one,46,Signer_2,include,33
data/raw/include/one/one_sample_3.mp4,one,46,Signer_3,include,36
data/raw/include/one/one_sample_4.mp4,one,46,Signer_1,include,25
data/raw/include/one/one_sample_5.mp4,one,46,Signer_2,include,32
data/raw/include/one/one_sample_6.mp4,one,46,Signer_3,include,27
data/raw/include/one/one_sample_7.mp4,one,46,Signer_1,include,37
data/raw/include/two/two_sample_1.mp4,two,47,Signer_1,include,25
data/raw/include/two/two_sample_2.mp4,two,47,Signer_2,include,30
data/raw/include/two/two_sample_3.mp4,two,47,Signer_3,include,37
data/raw/include/two/two_sample_4.mp4,two,47,Signer_1,include,36
data/raw/include/two/two_sample_5.mp4,two,47,Signer_2,include,31
data/raw/include/two/two_sample_6.mp4,two,47,Signer_3,include,30
data/raw/include/two/two_sample_7.mp4,two,47,Signer_1,include,29
data/raw/include/three/three_sample_1.mp4,three,48,Signer_1,include,33
data/raw/include/three/three_sample_2.mp4,three,48,Signer_2,include,25
data/raw/include/three/three_sample_3.mp4,three,48,Signer_3,include,34
data/raw/include/three/three_sample_4.mp4,three,48,Signer_1,include,27
data/raw/include/three/three_sample_5.mp4,three,48,Signer_2,include,31
data/raw/include/three/three_sample_6.mp4,three,48,Signer_3,include,27
data/raw/include/three/three_sample_7.mp4,three,48,Signer_1,include,30
data/raw/include/four/four_sample_1.mp4,four,49,Signer_1,include,39
data/raw/include/four/four_sample_2.mp4,four,49,Signer_2,include,34
data/raw/include/four/four_sample_3.mp4,four,49,Signer_3,include,32
data/raw/include/four/four_sample_4.mp4,four,49,Signer_1,include,25
data/raw/include/four/four_sample_5.mp4,four,49,Signer_2,include,26
data/raw/include/four/four_sample_6.mp4,four,49,Signer_3,include,29
data/raw/include/four/four_sample_7.mp4,four,49,Signer_1,include,38
data/raw/include/five/five_sample_1.mp4,five,50,Signer_1,include,34
data/raw/include/five/five_sample_2.mp4,five,50,Signer_2,include,28
data/raw/include/five/five_sample_3.mp4,five,50,Signer_3,include,29
data/raw/include/five/five_sample_4.mp4,five,50,Signer_1,include,25
data/raw/include/five/five_sample_5.mp4,five,50,Signer_2,include,30
data/raw/include/five/five_sample_6.mp4,five,50,Signer_3,include,26
data/raw/include/five/five_sample_7.mp4,five,50,Signer_1,include,39
data/raw/include/today/today_sample_1.mp4,today,51,Signer_1,include,32
data/raw/include/today/today_sample_2.mp4,today,51,Signer_2,include,27
data/raw/include/today/today_sample_3.mp4,today,51,Signer_3,include,38
data/raw/include/today/today_sample_4.mp4,today,51,Signer_1,include,26
data/raw/include/today/today_sample_5.mp4,today,51,Signer_2,include,27
data/raw/include/today/today_sample_6.mp4,today,51,Signer_3,include,35
data/raw/include/today/today_sample_7.mp4,today,51,Signer_1,include,36
data/raw/include/tomorrow/tomorrow_sample_1.mp4,tomorrow,52,Signer_1,include,32
data/raw/include/tomorrow/tomorrow_sample_2.mp4,tomorrow,52,Signer_2,include,34
data/raw/include/tomorrow/tomorrow_sample_3.mp4,tomorrow,52,Signer_3,include,39
data/raw/include/tomorrow/tomorrow_sample_4.mp4,tomorrow,52,Signer_1,include,34
data/raw/include/tomorrow/tomorrow_sample_5.mp4,tomorrow,52,Signer_2,include,38
data/raw/include/tomorrow/tomorrow_sample_6.mp4,tomorrow,52,Signer_3,include,38
data/raw/include/tomorrow/tomorrow_sample_7.mp4,tomorrow,52,Signer_1,include,25
data/raw/include/morning/morning_sample_1.mp4,morning,53,Signer_1,include,26
data/raw/include/morning/morning_sample_2.mp4,morning,53,Signer_2,include,39
data/raw/include/morning/morning_sample_3.mp4,morning,53,Signer_3,include,30
data/raw/include/morning/morning_sample_4.mp4,morning,53,Signer_1,include,37
data/raw/include/morning/morning_sample_5.mp4,morning,53,Signer_2,include,34
data/raw/include/morning/morning_sample_6.mp4,morning,53,Signer_3,include,35
data/raw/include/morning/morning_sample_7.mp4,morning,53,Signer_1,include,36
data/raw/include/night/night_sample_1.mp4,night,54,Signer_1,include,32
data/raw/include/night/night_sample_2.mp4,night,54,Signer_2,include,25
data/raw/include/night/night_sample_3.mp4,night,54,Signer_3,include,30
data/raw/include/night/night_sample_4.mp4,night,54,Signer_1,include,34
data/raw/include/night/night_sample_5.mp4,night,54,Signer_2,include,38
data/raw/include/night/night_sample_6.mp4,night,54,Signer_3,include,32
data/raw/include/night/night_sample_7.mp4,night,54,Signer_1,include,38
